make,model,vehicle-class,engine-size-L,num-of-cylinders,transmission,fuel_type,city-mpg,hwy-mpg,co2_emissions-g/km,co2-rating,smog-rating
FIAT,500X AWD,SUV: Small,1.3,4,A9,regular,23.5,29.8,213.0,5,6
Ford,EcoSport,SUV: Small,1.0,3,AS6,regular,27.4,29.0,197.0,6,5
Ford,EcoSport AWD,SUV: Small,2.0,4,AS6,regular,23.1,29.0,216.0,5,5
Ford,Edge,SUV: Small,2.0,4,A8,regular,21.0,29.0,229.0,5,5
Ford,Edge AWD,SUV: Small,2.0,4,A8,regular,20.6,28.3,233.0,5,5
Ford,Edge AWD,SUV: Small,2.0,4,AS8,regular,20.6,28.3,233.0,5,5
Ford,Edge AWD,SUV: Small,2.7,6,AS8,regular,18.8,25.6,258.0,4,5
Ford,Escape,SUV: Small,1.5,3,A8,regular,27.4,33.1,185.0,7,7
Ford,Escape AWD,SUV: Small,1.5,3,A8,regular,26.4,30.9,196.0,6,7
Ford,Escape AWD,SUV: Small,2.0,4,AS8,regular,22.6,31.4,213.0,5,5
Ford,Escape Hybrid,SUV: Small,2.5,4,AV,regular,43.6,37.3,136.0,9,7
Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,regular,42.8,36.8,139.0,9,7
Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,regular,16.7,22.2,294.0,3,5
Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,regular,16.0,21.0,308.0,3,5
Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,regular,20.3,27.0,241.0,5,5
Ford,Explorer AWD,SUV: Standard,3.0,6,AS10,regular,17.7,24.0,278.0,4,5
Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,regular,23.3,26.1,225.0,5,5
Ford,F-150,Pickup truck: Standard,2.7,6,AS10,regular,19.6,26.4,249.0,4,5
Ford,F-150,Pickup truck: Standard,3.0,6,AS10,diesel,21.2,28.3,264.0,4,1
Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.0,6,AS10,diesel,21.2,28.3,264.0,4,1
Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,regular,19.4,25.3,254.0,4,5
Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,ethanol,14.2,18.7,245.0,5,5
Ford,F-150,Pickup truck: Standard,3.5,6,AS10,regular,16.4,22.0,298.0,3,5
Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,regular,16.4,22.2,297.0,3,3
Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,ethanol,11.8,15.9,293.0,3,3
Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8,AS10,regular,16.3,21.0,305.0,3,3
Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8,AS10,ethanol,11.8,15.8,294.0,3,3
Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.0,8,AS10,regular,15.6,19.9,319.0,3,3
Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.0,8,AS10,ethanol,11.8,14.9,300.0,3,3
Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,regular,18.0,23.1,277.0,4,5
Ford,F-150 4X4,Pickup truck: Standard,3.0,6,AS10,diesel,19.8,25.0,290.0,3,1
Ford,F-150 4X4 XL/XLT,Pickup truck: Standard,3.0,6,AS10,diesel,20.8,27.7,270.0,4,1
Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,regular,18.2,23.1,274.0,4,5
Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,ethanol,13.4,17.0,265.0,4,5
Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,regular,16.1,21.6,304.0,3,5
Ford,F-150 4X4 Limited,Pickup truck: Standard,3.5,6,AS10,regular,17.0,21.0,296.0,3,5
Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8,AS10,regular,15.6,20.3,317.0,3,3
Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8,AS10,ethanol,11.6,16.0,296.0,3,3
Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,regular,15.4,18.0,336.0,2,5
Ford,Fusion,Mid-size,1.5,4,AS6,regular,23.5,33.6,203.0,6,7
Ford,Fusion Hybrid,Mid-size,2.0,4,AV,regular,42.8,41.3,131.0,9,7
Ford,GT,Two-seater,3.5,6,AM7,premium,11.9,18.4,393.0,1,3
Ford,Mustang,Subcompact,2.3,4,AS10,regular,21.0,32.2,221.0,5,5
Ford,Mustang (Performance Pkg),Subcompact,2.3,4,AS10,regular,19.9,28.0,242.0,5,5
Ford,Mustang,Subcompact,2.3,4,M6,regular,21.0,29.8,226.0,5,5
Ford,Mustang (Performance Pkg),Subcompact,2.3,4,M6,regular,19.9,27.0,244.0,5,5
Ford,Mustang,Subcompact,5.0,8,AS10,regular,15.7,25.8,289.0,3,3
Ford,Mustang,Subcompact,5.0,8,M6,regular,14.6,23.8,312.0,3,3
Ford,Mustang Bullitt,Subcompact,5.0,8,M6,regular,14.3,23.1,319.0,3,3
Ford,Mustang Convertible,Subcompact,2.3,4,AS10,regular,19.9,28.0,242.0,5,5
Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,AS10,regular,19.9,27.0,244.0,5,5
Ford,Mustang Convertible,Subcompact,2.3,4,M6,regular,19.9,28.0,240.0,5,5
Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,M6,regular,19.4,25.8,252.0,4,5
Ford,Mustang Convertible,Subcompact,5.0,8,AS10,regular,15.3,24.2,303.0,3,3
Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,regular,19.9,24.0,256.0,4,5
Ford,Shelby GT350 Mustang,Subcompact,5.2,8,M6,premium,13.8,20.6,342.0,2,3
Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,premium,11.8,18.5,392.0,1,3
Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,regular,14.5,19.1,340.0,2,1
Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,ethanol,10.9,14.5,316.0,3,1
Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,regular,14.1,18.4,352.0,2,1
Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,ethanol,10.6,14.0,328.0,3,1
Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,regular,24.0,26.7,219.0,5,5
Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,ethanol,17.7,19.9,209.0,5,5
Ford,Transit Connect Van LWB,Special purpose vehicle,2.0,4,AS8,regular,24.0,26.7,219.0,5,6
Ford,Transit Connect Van LWB,Special purpose vehicle,2.5,4,AS6,regular,19.6,26.7,247.0,4,5
Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,regular,23.8,28.7,214.0,5,6
Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,regular,23.8,28.7,214.0,5,5
Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,ethanol,17.2,21.2,208.0,6,5
Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,regular,19.4,26.1,251.0,4,5
Genesis,G70,Compact,2.0,4,M6,premium,18.4,27.7,255.0,4,3
Genesis,G70 AWD,Compact,2.0,4,AS8,premium,20.6,27.4,238.0,5,3
Genesis,G70 AWD,Compact,3.3,6,AS8,premium,16.7,24.8,284.0,3,3
Genesis,G80 AWD,Full-size,3.3,6,AS8,premium,17.0,24.2,282.0,4,3
Genesis,G80 AWD,Full-size,3.8,6,AS8,regular,17.6,24.5,276.0,4,5
Genesis,G80 AWD,Full-size,5.0,8,AS8,premium,15.1,22.6,312.0,3,5
Genesis,G90 AWD,Full-size,3.3,6,AS8,premium,17.3,24.8,280.0,4,3
Genesis,G90 AWD,Full-size,5.0,8,AS8,premium,15.3,23.1,311.0,3,5
GMC,Acadia,SUV: Standard,2.0,4,A9,regular,21.4,28.3,225.0,5,6
GMC,Acadia,SUV: Standard,2.5,4,A9,regular,20.8,26.4,238.0,5,5
GMC,Acadia,SUV: Standard,3.6,6,A9,regular,18.7,26.7,257.0,4,6
GMC,Acadia AWD,SUV: Standard,2.0,4,A9,regular,20.8,27.0,232.0,5,6
GMC,Acadia AWD,SUV: Standard,3.6,6,A9,regular,18.0,25.0,269.0,4,6
GMC,Canyon,Pickup truck: Small,2.5,4,A6,regular,19.4,25.6,252.0,4,5
GMC,Canyon,Pickup truck: Small,2.8,4,A6,diesel,19.9,29.8,270.0,4,3
GMC,Canyon,Pickup truck: Small,3.6,6,A8,regular,17.6,24.5,273.0,4,5
GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,regular,18.7,24.2,265.0,4,5
GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,diesel,19.1,27.7,284.0,3,3
GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,regular,16.8,23.8,286.0,3,5
GMC,Sierra,Pickup truck: Standard,2.7,4,A8,regular,19.8,22.8,262.0,4,6
GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,regular,18.8,21.8,275.0,4,6
GMC,Sierra,Pickup truck: Standard,3.0,6,A10,diesel,23.1,30.2,245.0,5,1
GMC,Sierra,Pickup truck: Standard,4.3,6,A6,regular,15.6,20.5,318.0,3,6
GMC,Sierra,Pickup truck: Standard,5.3,8,A6,regular,14.8,20.6,326.0,3,5
GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,regular,14.7,18.7,339.0,2,3
GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,ethanol,10.6,14.5,326.0,3,3
GMC,Sierra,Pickup truck: Standard,5.3,8,A8,regular,16.8,23.3,288.0,3,5
GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,regular,18.8,21.8,275.0,4,6
GMC,Sierra WT 4WD,Pickup truck: Standard,2.7,4,A8,regular,18.5,21.4,280.0,4,6
GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,diesel,22.4,25.8,265.0,4,1
GMC,Sierra 4WD AT4,Pickup truck: Standard,3.0,6,A10,diesel,22.4,25.8,265.0,4,1
GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,regular,15.0,19.6,331.0,3,6
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,regular,14.8,19.9,331.0,3,5
GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,regular,14.3,18.7,344.0,2,3
GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,ethanol,10.8,14.0,325.0,3,3
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,regular,14.1,18.0,354.0,2,5
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,regular,16.0,21.8,304.0,3,5
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,regular,15.6,20.6,314.0,3,5
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,regular,16.4,22.2,298.0,3,5
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,regular,16.0,21.0,307.0,3,5
GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,premium,15.2,19.8,326.0,3,3
GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,premium,15.0,19.0,332.0,3,3
GMC,Terrain,SUV: Small,1.5,4,A9,regular,25.6,30.2,202.0,6,7
GMC,Terrain AWD,SUV: Small,1.5,4,A9,regular,24.8,28.3,210.0,5,7
GMC,Terrain AWD,SUV: Small,2.0,4,A9,premium,21.0,26.1,239.0,5,5
GMC,Yukon,SUV: Standard,5.3,8,A6,regular,15.0,22.4,314.0,3,3
GMC,Yukon FFV,SUV: Standard,5.3,8,A6,regular,15.0,22.4,314.0,3,3
GMC,Yukon FFV,SUV: Standard,5.3,8,A6,ethanol,11.1,16.9,298.0,3,3
GMC,Yukon 4WD,SUV: Standard,5.3,8,A6,regular,14.7,21.0,325.0,3,3
GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,regular,14.7,21.0,325.0,3,3
GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,ethanol,10.8,16.4,305.0,3,3
GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,premium,14.3,21.6,327.0,3,3
GMC,Yukon XL,SUV: Standard,5.3,8,A6,regular,15.0,22.4,314.0,3,3
GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,regular,15.0,22.4,314.0,3,3
GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,ethanol,11.1,16.9,298.0,3,3
GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A6,regular,14.0,20.8,337.0,2,3
GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,regular,14.0,20.8,337.0,2,3
GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,ethanol,10.6,15.4,319.0,3,3
GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,premium,13.7,20.6,343.0,2,3
Honda,Accord,Full-size,1.5,4,AV,regular,29.8,37.3,170.0,7,6
Honda,Accord,Full-size,1.5,4,AV7,regular,28.7,34.6,177.0,7,6
Honda,Accord,Full-size,1.5,4,M6,regular,26.4,35.1,185.0,7,7
Honda,Accord,Full-size,2.0,4,M6,regular,22.0,32.2,214.0,5,7
Honda,Accord Sport/Touring,Mid-size,2.0,4,AS10,regular,22.6,31.8,211.0,5,6
Honda,Accord Hybrid,Full-size,2.0,4,AV,regular,47.0,47.0,117.0,10,7
Honda,Civic Coupe,Compact,1.5,4,AV7,regular,30.2,36.8,167.0,7,3
Honda,Civic Coupe,Compact,2.0,4,AV,regular,30.2,38.6,164.0,8,3
Honda,Civic Coupe,Compact,2.0,4,AV7,regular,28.3,35.6,176.0,7,3
Honda,Civic Coupe,Compact,2.0,4,M6,regular,25.3,35.1,189.0,6,3
Honda,Civic Coupe Si,Compact,1.5,4,M6,premium,26.4,36.8,183.0,7,3
Honda,Civic Hatchback,Full-size,1.5,4,AV,regular,30.5,39.2,162.0,8,3
Honda,Civic Hatchback,Full-size,1.5,4,M6,regular,29.4,37.9,167.0,7,3
Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,premium,29.4,35.6,172.0,7,3
Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,premium,29.4,37.9,167.0,7,3
Honda,Civic Sedan,Mid-size,1.5,4,AV7,regular,30.2,37.9,165.0,7,3
Honda,Civic Sedan,Mid-size,2.0,4,AV,regular,29.8,38.6,167.0,7,3
Honda,Civic Sedan,Mid-size,2.0,4,AV7,regular,28.7,36.2,172.0,7,3
Honda,Civic Sedan,Mid-size,2.0,4,M6,regular,25.3,36.2,186.0,7,3
Honda,Civic Sedan Si,Mid-size,1.5,4,M6,premium,26.4,36.8,183.0,7,3
Honda,Civic Type R,Full-size,2.0,4,M6,premium,22.4,28.0,223.0,5,3
Honda,CR-V,SUV: Small,1.5,4,AV,regular,28.3,33.6,180.0,7,5
Honda,CR-V AWD,SUV: Small,1.5,4,AV,regular,27.0,31.8,189.0,6,5
Honda,Fit,Station wagon: Small,1.5,4,AV,regular,33.6,39.9,151.0,8,7
Honda,Fit,Station wagon: Small,1.5,4,AV7,regular,30.9,36.2,166.0,7,7
Honda,Fit,Station wagon: Small,1.5,4,M6,regular,29.0,35.6,174.0,7,3
Honda,HR-V,Station wagon: Small,1.8,4,AV,regular,28.0,33.6,181.0,7,5
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,regular,26.7,31.4,193.0,6,5
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,regular,25.8,30.5,200.0,6,5
Honda,Insight EX/Touring,Mid-size,1.5,4,AV,regular,51.1,44.4,115.0,10,7
Honda,Odyssey,Minivan,3.5,6,AS10,regular,19.3,27.7,248.0,4,5
Honda,Passport AWD,SUV: Small,3.5,6,AS9,regular,18.8,24.0,265.0,4,3
Honda,Pilot AWD,SUV: Small,3.5,6,A6,regular,18.1,25.3,266.0,4,3
Honda,Pilot AWD,SUV: Small,3.5,6,AS9,regular,19.0,25.3,257.0,4,3
Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,regular,18.7,23.5,269.0,4,3
Hyundai,Accent,Compact,1.6,4,AV,regular,32.2,39.2,160.0,8,3
Hyundai,Accent,Compact,1.6,4,M6,regular,30.2,38.6,168.0,7,3
Hyundai,Elantra,Mid-size,1.6,4,AM7,regular,26.4,33.6,192.0,6,5
Hyundai,Elantra,Mid-size,1.6,4,M6,regular,23.3,30.9,214.0,5,5
Hyundai,Elantra,Mid-size,2.0,4,AV,regular,30.2,42.0,161.0,8,5
Hyundai,Elantra,Mid-size,2.0,4,M6,regular,25.8,37.3,187.0,7,5
Hyundai,Elantra GT,Full-size,1.6,4,AM7,regular,24.2,31.8,205.0,6,5
Hyundai,Elantra GT,Full-size,1.6,4,M6,regular,22.8,29.8,218.0,5,5
Hyundai,Elantra GT,Full-size,2.0,4,AS6,regular,25.0,33.1,199.0,6,5
Hyundai,Elantra GT,Full-size,2.0,4,M6,regular,24.0,31.8,207.0,6,5
Hyundai,IONIQ,Full-size,1.6,4,AM6,regular,56.0,56.0,99.0,10,7
Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,regular,56.0,58.8,96.0,10,7
Hyundai,Kona,SUV: Small,2.0,4,AS6,regular,27.4,33.6,187.0,7,5
Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,regular,26.1,29.4,201.0,6,5
Hyundai,Kona AWD,SUV: Small,2.0,4,AS6,regular,25.6,30.2,202.0,6,5
Hyundai,Palisade,SUV: Standard,3.8,6,AS8,regular,19.8,26.7,250.0,4,5
Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,regular,19.1,24.5,265.0,4,5
Hyundai,Santa Fe,SUV: Small,2.4,4,AS8,regular,21.8,29.4,225.0,5,5
Hyundai,Santa Fe AWD,SUV: Small,2.0,4,AS8,regular,19.6,25.6,255.0,4,5
Hyundai,Santa Fe AWD,SUV: Small,2.4,4,AS8,regular,20.8,26.7,238.0,5,5
Hyundai,Sonata,Full-size,1.6,4,AS8,regular,27.4,35.6,181.0,7,5
Hyundai,Sonata,Full-size,2.5,4,AS8,regular,26.7,36.8,182.0,7,7
Hyundai,Sonata Hybrid,Full-size,2.0,4,AM6,regular,44.4,51.1,117.0,10,7
Hyundai,Tucson,SUV: Small,2.0,4,AS6,regular,23.5,29.8,216.0,5,5
Hyundai,Tucson AWD,SUV: Small,2.0,4,AS6,regular,21.8,25.6,239.0,5,5
Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,regular,21.4,25.8,241.0,5,5
Hyundai,Veloster Turbo,Compact,1.6,4,AM7,regular,27.7,34.1,184.0,7,5
Hyundai,Veloster Turbo,Compact,1.6,4,M6,regular,25.0,33.6,196.0,6,5
Hyundai,Veloster,Compact,2.0,4,AS6,regular,25.8,33.1,193.0,6,5
Hyundai,Veloster N,Compact,2.0,4,M6,regular,22.2,28.3,226.0,5,3
Hyundai,Venue,Mid-size,1.6,4,AV,regular,29.4,33.6,178.0,7,5
Hyundai,Venue,Mid-size,1.6,4,M6,regular,27.4,34.6,184.0,7,5
Infiniti,Q50 AWD,Mid-size,3.0,6,AS7,premium,18.8,27.0,254.0,4,3
Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6,AS7,premium,18.8,25.3,261.0,4,3
Infiniti,Q60 AWD,Subcompact,3.0,6,AS7,premium,19.1,27.0,251.0,4,3
Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6,AS7,premium,18.8,25.6,259.0,4,3
Infiniti,QX50 AWD,SUV: Small,2.0,4,AV8,premium,21.8,28.3,228.0,5,5
Infiniti,QX60 AWD,SUV: Small,3.5,6,AV7,premium,18.8,26.1,257.0,4,3
Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,premium,13.2,19.1,360.0,2,3
Jaguar,E-PACE P250,SUV: Small,2.0,4,AS9,premium,21.4,28.0,231.0,5,7
Jaguar,E-PACE P300,SUV: Small,2.0,4,AS9,premium,21.0,27.4,236.0,5,7
Jaguar,F-PACE 25t,SUV: Small,2.0,4,AS8,premium,22.0,26.7,227.0,5,7
Jaguar,F-PACE 30t,SUV: Small,2.0,4,AS8,premium,21.6,27.0,232.0,5,7
Jaguar,F-PACE S,SUV: Small,3.0,6,AS8,premium,17.7,23.5,277.0,4,7
Jaguar,F-PACE SVR,SUV: Small,5.0,8,AS8,premium,16.2,21.4,303.0,3,3
Jaguar,F-TYPE P300 Convertible,Two-seater,2.0,4,AS8,premium,23.1,30.2,215.0,5,7
Jaguar,F-TYPE Convertible,Two-seater,3.0,6,AS8,premium,19.8,27.7,242.0,5,7
Jaguar,F-TYPE Convertible R-Dynamic,Two-seater,3.0,6,AS8,premium,19.0,26.7,253.0,4,7
Jaguar,F-TYPE Convertible R-Dynamic AWD,Two-seater,3.0,6,AS8,premium,18.1,25.6,265.0,4,7
Jaguar,F-TYPE R AWD Convertible,Two-seater,5.0,8,AS8,premium,15.5,24.0,299.0,3,3
Jaguar,F-TYPE SVR AWD Convertible,Two-seater,5.0,8,AS8,premium,15.5,24.0,299.0,3,3
Jaguar,F-TYPE P300 Coupe,Two-seater,2.0,4,AS8,premium,23.1,30.2,215.0,5,7
Jaguar,F-TYPE Coupe,Two-seater,3.0,6,AS8,premium,19.8,27.7,242.0,5,7
Jaguar,F-TYPE Coupe R-Dynamic,Two-seater,3.0,6,AS8,premium,19.0,26.7,253.0,4,7
Jaguar,F-TYPE Coupe R-Dynamic AWD,Two-seater,3.0,6,AS8,premium,18.1,25.6,265.0,4,7
Jaguar,F-TYPE R AWD Coupe,Two-seater,5.0,8,AS8,premium,15.5,24.0,299.0,3,3
Jaguar,F-TYPE SVR AWD Coupe,Two-seater,5.0,8,AS8,premium,15.5,24.0,299.0,3,3
Jaguar,XE P250 AWD,Compact,2.0,4,AS8,premium,24.0,34.1,200.0,6,7
Jaguar,XE P300 AWD,Compact,2.0,4,AS8,premium,22.0,30.5,220.0,5,7
Jaguar,XF 25t AWD,Mid-size,2.0,4,AS8,premium,23.3,32.7,207.0,6,7
Jaguar,XF 30t AWD,Mid-size,2.0,4,AS8,premium,22.2,30.9,217.0,5,7
Jaguar,XF S AWD,Mid-size,3.0,6,AS8,premium,19.6,28.0,243.0,5,7
Jeep,Cherokee,SUV: Small,2.0,4,A9,regular,22.6,30.9,214.0,5,5
Jeep,Cherokee,SUV: Small,2.4,4,A9,regular,21.8,30.9,219.0,5,6
Jeep,Cherokee,SUV: Small,3.2,6,A9,regular,19.8,28.7,240.0,5,5
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4,A9,regular,21.0,29.4,229.0,5,5
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,regular,21.0,29.4,230.0,5,6
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,regular,19.3,27.4,249.0,4,5
Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2.0,4,A9,regular,20.5,27.4,240.0,5,5
Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6,A9,regular,18.4,26.1,259.0,4,5
Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,2.0,4,A9,regular,19.9,25.6,249.0,4,5
Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,regular,18.2,23.8,269.0,4,5
Jeep,Compass,SUV: Small,2.4,4,A6,regular,22.2,30.9,218.0,5,6
Jeep,Compass,SUV: Small,2.4,4,M6,regular,22.6,32.2,211.0,5,3
Jeep,Compass 4X4,SUV: Small,2.4,4,A9,regular,21.8,30.2,222.0,5,6
Jeep,Compass 4X4,SUV: Small,2.4,4,M6,regular,21.8,30.9,221.0,5,3
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,regular,17.2,22.0,290.0,3,5
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,regular,16.4,22.6,296.0,3,5
Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,regular,18.5,24.5,265.0,4,7
Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,regular,14.1,21.6,331.0,3,3
Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8,A8,premium,11.3,17.0,413.0,1,1
Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,premium,12.9,18.7,368.0,2,1
Jeep,Renegade,SUV: Small,1.3,4,A9,regular,24.0,31.8,204.0,6,6
Jeep,Renegade,SUV: Small,2.4,4,A9,regular,21.8,30.2,222.0,5,6
Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,regular,23.3,29.0,216.0,5,6
Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,regular,21.8,27.0,230.0,5,6
Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,regular,21.0,28.7,230.0,5,6
Jeep,Wrangler 4X4,SUV: Small,2.0,4,A8,regular,22.0,24.0,241.0,5,5
Jeep,Wrangler 4X4,SUV: Small,3.6,6,A8,regular,18.4,22.6,274.0,4,5
Jeep,Wrangler 4X4 eTorque,SUV: Small,3.6,6,A8,regular,19.6,24.0,259.0,4,5
Jeep,Wrangler 4X4,SUV: Small,3.6,6,M6,regular,17.2,24.5,277.0,4,5
Jeep,Wrangler Unlimited 4X4,SUV: Small,2.0,4,A8,regular,20.5,21.6,263.0,4,5
Jeep,Wrangler Unlimited 4X4 eTorque,SUV: Small,2.0,4,A8,regular,20.8,22.4,257.0,4,5
Jeep,Wrangler Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6,A8,diesel,22.2,29.0,255.0,4,1
Jeep,Wrangler Unlimited 4X4,SUV: Small,3.6,6,A8,regular,18.2,22.0,280.0,4,5
Jeep,Wrangler Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,regular,18.7,22.0,276.0,4,5
Jeep,Wrangler Unlimited 4X4,SUV: Small,3.6,6,M6,regular,17.0,23.3,285.0,3,5
Kia,Forte,Mid-size,1.6,4,AM7,regular,27.0,35.6,184.0,7,5
Kia,Forte,Mid-size,2.0,4,AV,regular,29.8,39.9,165.0,7,5
Kia,Forte,Mid-size,2.0,4,M6,regular,27.4,36.8,180.0,7,5
Kia,Forte 5,Full-size,1.6,4,AM7,regular,26.4,34.1,190.0,6,5
Kia,Forte 5,Full-size,2.0,4,AV,regular,29.4,39.2,169.0,7,5
Kia,Niro,Station wagon: Small,1.6,4,AM6,regular,51.1,46.1,114.0,10,7
Kia,Niro FE,Station wagon: Small,1.6,4,AM6,regular,52.3,49.0,110.0,10,7
Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,regular,46.1,40.6,129.0,9,7
Kia,Optima,Full-size,2.4,4,AS6,regular,24.8,33.1,199.0,6,5
Kia,Optima Hybrid,Mid-size,2.0,4,AM6,regular,39.9,45.2,132.0,9,7
Kia,Rio,Compact,1.6,4,AV,regular,32.7,39.9,151.0,8,3
Kia,Rio,Compact,1.6,4,M6,regular,30.2,39.2,167.0,7,3
Kia,Sedona,Minivan,3.3,6,AS8,regular,18.5,23.8,271.0,4,5
Kia,Sorento AWD,SUV: Small,2.4,4,AS6,regular,21.0,26.1,242.0,5,5
Kia,Sorento AWD,SUV: Small,3.3,6,AS8,regular,19.1,24.8,261.0,4,5
Kia,Soul,Station wagon: Small,2.0,4,AV,regular,27.4,33.1,188.0,6,7
Kia,Soul,Station wagon: Small,2.0,4,M6,regular,24.5,30.9,206.0,6,5
Kia,Sportage,SUV: Small,2.4,4,AS6,regular,23.3,30.9,214.0,5,5
